SMILES,TITLE,TanimotoCombo,ColorTanimoto,Tanimoto
CC(C)(C)OC(=O)N1CCSC[C@H]1CC(=O)N2CCn3c(nnc3c4ccccc4)C2,m_22bbh_6362950_7546484,0.85,0.31,0.54
Cc1cc(c(nc1)[C@H](C)NC(=O)C2CCN(CC2)c3nc(cc(n3)C)C)Br,m_22bbh_20901300_13017364,0.78,0.19,0.59
Cc1c(c(=O)[nH]c(n1)c2ccccn2)CC(=O)NC3CCN(CC3)Cc4ccc(c(c4)Cl)Cl,m_22bbh_4433484_1032734,0.58,0.16,0.43
c1ccc(cc1)[C@H](CC(=O)N2[C@@H]3CCC[C@H]2C=CC3)C(F)(F)F,m_22bbh_20613234_3218138,1.10,0.37,0.73
C[C@@H](C(=O)N1CCC(CC1)COc2cccnc2)n3cnnn3,m_22bbh_20614264_13577498,0.75,0.30,0.45
COC(=O)CCNC(=O)c1ccnc(c1)c2[nH]ccn2,m_22bbh_433840_10543106,0.86,0.31,0.54
CC[C@@H](C)c1ccc(cc1)C(=O)NCC2(CC2)NC(=O)OC(C)(C)C,m_22bbh_13312106_6954524,0.80,0.15,0.65
CN(C)c1nc2cccc(c2o1)C(=O)N(C)C[C@H]3CCCOC3,m_22bbh_4147072_16527822,1.07,0.37,0.69
C[C@@H](c1ccsc1)N2CCN(CC2)C(=O)[C@@H]3C[C@H]3c4cccc(c4)Br,m_22bbh_8804660_10890422,0.85,0.27,0.58
Cn1c2ccc(cc2nc1N)C(=O)N3CCC(CC3)c4ncccn4,m_22bbh_13206598_20983282,0.82,0.19,0.62
CC(C)C[N@]1CCCN(CC1)C(=O)C2(CCOCC2)c3ccccc3OC,m_22bbh_20610558_1722886,0.93,0.25,0.68
c1cnccc1c2csc(n2)CCCNC(=O)Cc3c4n(c(n3)Br)CCOC4,m_22bbh_2991124_22445182,0.80,0.22,0.58
Cc1ccc2nc(cn2c1)CNC(=O)[C@H](CCC(=O)N)NC(=O)C,m_22bbh_19979036_17512444,0.75,0.17,0.58
c1cc(cc2c1cc([nH]c2=O)C(=O)NCc3nc(no3)CN4CCCCC4)Cl,m_22bbh_9818020_17783496,0.67,0.26,0.41
CC(C)(C)OC(=O)NC[C@H]1CN(C[C@@H]1c2ccccc2)C(=O)C3CCC(CC3)NC(=O)CC4CCCCC4,m_22bbh_13933790_2678636,0.51,0.20,0.31
C[N@@](C1CCN(CC1)C(=O)c2cc3ccc(cc3[nH]2)Br)S(=O)(=O)C,m_22bbh_2008836_508506,0.84,0.18,0.65
CN(C)[C@@H](CC(=O)OC)C(=O)NCCc1nc(cs1)C2CCCCC2,m_22bbh_4639484_19878954,0.88,0.27,0.61
Cc1c(nnn1Cc2nnc(o2)C)C(=O)NCC3(CCCC3)CC(=O)OC,m_22bbh_13579262_10803942,0.72,0.23,0.48
C[N@](CC(=O)N(C)Cc1cc(cs1)C#N)S(=O)(=O)c2cccs2,m_22bbh_13317372_101862,0.89,0.18,0.71
CCC(C)(C)[C@@H]1CCc2c(c(c3ccccc3n2)C(=O)N4CC(C4)C(C)C)C1,m_22bbh_7764444_236217,1.05,0.33,0.72
C[C@@H](C(=O)N1CCc2ccccc2CC1)[N@@](C)Cc3ccccc3,m_22bbh_4994572_5119338,1.01,0.28,0.73
CCc1cc(on1)C(=O)NC[C@@H](Cc2ccc(cc2)F)C(=O)OC,m_22bbh_1500376_15246162,0.82,0.21,0.60
c1cc(cnc1)[C@H]2[C@@H](CC(=O)N2C3CC3)NC(=O)COCc4ccncc4,m_22bbh_18982592_10212328,0.82,0.32,0.50
CCOc1ccccc1N2C[C@H](CC2=O)C(=O)N(C)C3CC(C3)NC(=O)OC(C)(C)C,m_22bbh_19131082_60093,0.76,0.24,0.52
Cc1c2cc(sc2n(n1)c3ccc(cc3)Cl)C(=O)N[C@@H](C)c4cc(n(n4)C)Br,m_22bbh_20892838_59074,0.76,0.31,0.45
CC[N@@](CC(=O)OC(C)(C)C)C1CCN(CC1)C(=O)[C@@H]2CCCN2C(=O)C3CC3,m_22bbh_9292082_11569938,0.67,0.26,0.40
CNS(=O)(=O)c1ccc(c(c1)C(=O)NC[C@H]2C[C@H]2C(=O)OC)c3ccccc3OC(F)(F)F,m_22bbh_13038244_950464,0.80,0.22,0.58
c1cc(ccc1NC(=O)CN2CCN(CC2)C(=O)C3CC4(C3)CCC4=O)Br,m_22bbh_7286736_17316154,0.64,0.15,0.49
CC(C)(C)OC(=O)N1CCOC[C@H](C1)CNC(=O)[C@@H]2CC(=O)N(C2)c3cc(ccc3OC)Cl,m_22bbh_15729046_138751,0.78,0.23,0.56
CN(Cc1nnnn1c2cc(cc(c2)OC)OC)C(=O)c3ccc(cn3)OC(F)(F)F,m_22bbh_6741678_10118346,0.89,0.28,0.61
COc1ccc(cc1)[C@@H]2CN(C[C@H]2C(=O)OC)C(=O)c3cccc(c3)NS(=O)(=O)c4cc(ccc4Cl)Cl,m_22bbh_14419126_59740,0.75,0.27,0.48
Cc1c(nc2c(cc(cc2n1)F)C(=O)N3CCC[C@@](C3)(CO)OC)C,m_22bbh_11973152_1056146,1.01,0.32,0.69
Cc1c(c2cccnn2n1)C(=O)NCc3cccc(c3)OCCN(C)C,m_22bbh_3042590_17782076,0.74,0.23,0.50
CCc1nc(c(c(n1)C)CC(=O)N(C)CCOC(C)C)C,m_22bbh_16925322_13024774,0.84,0.17,0.68
CN(C)c1ccc(cc1)N2CCN(CC2)C(=O)Cn3nc(nn3)c4ccc(cc4)Cl,m_22bbh_17831080_339714,0.73,0.30,0.44
CC(=O)N[C@H](CC(=O)N(C)[C@H]1CCC[N@](C1)C)c2cccs2,m_22bbh_5730528_220032,0.90,0.27,0.63
Cc1ccccc1[C@@H](CN(C)C)NC(=O)c2cnc(cn2)NC(=O)OC(C)(C)C,m_22bbh_14174250_8643960,0.77,0.22,0.55
CC(=O)N1C=Cc2ccccc2[C@H]1CC(=O)N3CC(C3)c4nc(on4)C(F)(F)F,m_22bbh_20844010_135141,0.79,0.31,0.48
c1cc(ccc1c2cc(no2)C(=O)NC[C@H]3c4ccsc4CCO3)O,m_22bbh_13147164_14772274,0.81,0.26,0.55
CS(=O)(=O)[C@H]1CC[C@H](CC1)NC(=O)COc2ccc(cc2)N3C(=O)CCC3,m_22bbh_14783808_139005,0.66,0.17,0.49
c1ccc(cc1)n2c(c(cn2)C(=O)N3CCC(CC3)c4ccc(c(c4)F)F)Cl,m_22bbh_9965506_13969786,0.85,0.44,0.41
COCCNc1nc(cs1)CC(=O)NC2CCN(CC2)S(=O)(=O)C3CCOCC3,m_22bbh_5137028_12888622,0.72,0.19,0.52
C[C@H](Cc1cc(c(cc1F)F)F)NC(=O)[C@@H]2Cc3ccccc3OC2,m_22bbh_20614392_139034,1.03,0.36,0.68
c1cc2ccsc2c(c1)C(=O)N3CCC(CC3)C(=O)Nc4ccc(cc4)Br,m_22bbh_2536238_8859146,0.78,0.22,0.56
Cc1c(ccc(c1C(=O)NCc2ccccc2OCC(F)(F)F)F)Br,m_22bbh_1159400_13268616,0.81,0.08,0.72
CC(C)(C)OC(=O)N1CC[C@H](C[C@H](C1)O)NC(=O)c2cc(on2)c3cc(ccc3OC)OC,m_22bbh_20614312_2307488,0.55,0.22,0.33
c1ccc(cc1)COC2CC(C2)CNC(=O)[C@H]3CCC[C@H](C3)O,m_22bbh_8365106_22325846,0.72,0.24,0.48
C[C@@H]1CC(=O)Nc2ccc(cc2N1)C(=O)NCCc3ccc(cc3)c4ccccc4,m_22bbh_7287134_12417762,0.81,0.25,0.56
CC(C)(C)Cn1c2c(cccc2[nH]c1=O)C(=O)N(C)Cc3cc(cc(c3)Br)C(F)(F)F,m_22bbh_20612876_13034358,0.82,0.22,0.60
Cc1ccc(cc1)N2[C@H]([C@@H](CC2=O)C(=O)NCCCC[N@@]3CCC[C@H]3CO)c4cccs4,m_22bbh_7425626_303854,0.76,0.23,0.53
Cc1c(oc(n1)[C@H](C)NC(=O)OC(C)(C)C)C(=O)N2CCC3(C2)OCCCO3,m_22bbh_20982846_21205082,0.90,0.36,0.54
Cn1cc(cn1)NS(=O)(=O)c2ccsc2C(=O)N[C@@H]3CC(=O)N(C3)Cc4ccccc4,m_22bbh_18785440_2560474,0.76,0.23,0.53
CC(O[C@H]1C[C@H](C1)NC(=O)[C@@H](NC(=O)OC(C)(C)C)CCC(F)(F)F)C,m_22bbh_10905398_9650684,0.74,0.23,0.52
Cc1cccc2n1cc(n2)C(=O)N3CCc4ccc(nc4C3)C(=O)OC,m_22bbh_13652356_138595,0.79,0.20,0.59
CN(CCCN1CCOCC1)C(=O)c2ccc(c(c2)N)OC,m_22bbh_13824260_21057174,1.13,0.40,0.73
Cc1ccc2c(c1)nc([nH]2)CNC(=O)c3ccc(cc3)n4c(ccn4)c5ccc(cc5)F,m_22bbh_9043538_1289860,0.53,0.13,0.40
CS(=O)(=O)c1cc(cc(c1F)C(=O)N[C@@H]2CCCN(C2)C(=O)N3CCCC3)Br,m_22bbh_10124476_2447596,0.72,0.14,0.57
CC(C)n1cnnc1[C@@H]2CCN(C2)C(=O)c3cc(nc4c3cccc4)c5cnn(c5)C,m_22bbh_20614022_21202860,0.84,0.32,0.52
CN(C)c1ccc(cc1)C(=O)NCC(=O)NCc2[nH]nc(n2)C(F)(F)F,m_22bbh_8991962_19879384,0.78,0.22,0.57
C[C@@H](CSC)C(=O)NCc1ccc(c(c1)OC2CCCC2)OC,m_22bbh_3219238_4434358,0.90,0.25,0.66
c1ccc(c(c1)CNC(=O)c2c(ccc3c2OC(O3)(F)F)Br)c4ccncc4,m_22bbh_4786820_20854814,0.83,0.19,0.64
C[C@@H](c1ccc(c(c1)OC)OC(F)F)NC(=O)[C@H](Cc2cc(cnc2)Br)NC(=O)OC(C)(C)C,m_22bbh_677536_15353586,0.66,0.16,0.50
Cc1cc(nc(c1C(=O)N(C)Cc2ncccn2)C)C,m_22bbh_12808012_13161258,1.12,0.29,0.83
C=CCNc1ncc(s1)C(=O)NCc2nnc3n2CCNC3=O,m_22bbh_12903474_13067770,0.77,0.20,0.57
C[N@@]1C[C@H](C[C@H]1CN(C)C(=O)[C@@H]2CCc3cc(ccc3C2)OC)OC,m_22bbh_10025230_12891492,0.99,0.34,0.66
COCCN(CCCOc1ccc(cc1)F)C(=O)c2cccc(c2Br)O,m_22bbh_4145802_19973502,0.87,0.21,0.65
Cc1ccc(c(c1)C)c2cc(no2)C(=O)N3CCC(CC3)COCC(=O)OC,m_22bbh_15778318_20826436,0.74,0.25,0.48
CC(C)(C)CN(C)C(=O)c1ccc2c(c1)n(c(=O)[nH]2)Cc3ccccc3,m_22bbh_2825130_19116864,0.88,0.15,0.74
C[C@@H](C(=O)N(C)Cc1cccnc1N2CCOCC2)Sc3ccc(cc3)Cl,m_22bbh_20706186_60211,1.02,0.38,0.64
c1cc(c2c(c1)OCO2)CNC(=O)c3ccc4ccnc(c4n3)O,m_22bbh_1181106_15608492,0.79,0.24,0.54
c1cc(sc1CC2CC2)C(=O)N3CCN(CC3)CC[N@]4CCCOCC4,m_22bbh_8957326_13600326,0.68,0.27,0.41
Cc1c(c2cccnc2[nH]1)C(=O)N3C[C@@H]4[C@H]3CCCC4,m_22bbh_11815838_21290906,1.01,0.28,0.73
CCC1(CN(CCS1)C(=O)CCCCc2ccccc2)CC,m_22bbh_8851794_13033224,0.84,0.24,0.60
CCC(CC)(C(C)(C)CNC(=O)[C@@H](CC(C)C)NC(=O)c1ccc(cc1)Cl)O,m_22bbh_11951792_59546,0.77,0.17,0.60
Cc1cccc(c1)NC(=O)Nc2cccc(c2)CNC(=O)c3c(cc(cn3)C(F)(F)F)Cl,m_22bbh_1027980_13263454,0.66,0.23,0.43
C#CC[C@]1(C[C@@H](C1)C(=O)NCCCc2ccccc2)O,m_22bbh_57955_14577598,0.88,0.40,0.49
C[C@@H]1CCCC[N@@]1CC(=O)N2CCC(CC2)OCCCOC,m_22bbh_5581868_22784948,0.82,0.29,0.53
COC1CC2(C1)CCN(CC2)C(=O)[C@]34C[C@H]3C[N@@](C4)Cc5ccccc5,m_22bbh_17603240_21057646,0.90,0.26,0.65
Cc1c(nco1)CC(=O)N(C)C[C@H]2CC[N@](C2)Cc3ccccc3,m_22bbh_6338164_18052108,0.86,0.27,0.59
Cn1c(ccn1)CCC(=O)NCCCC(=O)OCc2ccccc2,m_22bbh_13467166_8989844,0.80,0.30,0.50
CN(Cc1ccc(cc1)C#N)C(=O)c2ccc(c(c2)S(=O)(=O)[N@]3CCc4c3cccc4)Cl,m_22bbh_543224_59367,0.77,0.20,0.57
Cc1cc(n(n1)CC(=O)N2CCC[C@H](C2)Cc3nnc4n3cccc4)N,m_22bbh_8858782_16794808,0.93,0.31,0.62
c1cc2c(cc1N3CC[C@H](C3=O)C(=O)NC4CN(C4)S(=O)(=O)c5ccc6c(c5)OCCO6)OCCO2,m_22bbh_8332038_4065618,0.56,0.12,0.44
CCOC(C)(C)C(=O)N1CCN(CC1)Cc2nc3ccccc3s2,m_22bbh_4836408_12432278,0.68,0.15,0.52
COc1cc(cc(c1OC)CC=C)C(=O)NCC2(CCCCC2)C#N,m_22bbh_12221236_149927,0.70,0.24,0.46
C[C@H](CC#N)NC(=O)c1cc(cc(c1F)S(=O)(=O)C)Br,m_22bbh_4786748_2447596,0.82,0.27,0.55
c1cc(cc(c1)OCC(=O)N)CNC(=O)Cc2ccn[nH]2,m_22bbh_6107584_5534702,0.82,0.21,0.62
CCCC[N@@](c1ccccc1)S(=O)(=O)c2cccc(c2)C(=O)NCc3c(ocn3)c4ccccc4,m_22bbh_20613412_59183,0.70,0.18,0.52
CC(C)[C@@H](CNC(=O)c1ccc(cc1)SC)N2CCOCC2,m_22bbh_261204_93157,0.88,0.22,0.67
CC(C)(C)OC(=O)N1CCC(=CC1)C2(CC2)C(=O)N3CC(C3)Cc4ccc(c(c4)F)F,m_22bbh_9106522_14476350,0.80,0.29,0.51
Cc1ccc(cc1C(=O)N2CCn3c(n[nH]c3=O)C2)S(=O)(=O)Nc4cc(c(cc4OC)OC)Cl,m_22bbh_8765738_59202,0.77,0.23,0.54
COC(=O)CC1CCC(CC1)NC(=O)c2cnc3n2cc(cc3)C(=O)OC,m_22bbh_19566080_22325644,0.64,0.24,0.40
C[C@@H]([C@H](c1ccc(cc1)OC)O)NC(=O)CCNC(=O)c2ccc3ccccc3c2,m_22bbh_7875256_517540,0.84,0.33,0.50
C[N@@](C1CCCCC1)S(=O)(=O)c2ccc(cc2)C(=O)NCC3(CCCC3)CC(=O)OC,m_22bbh_13579262_131855,0.69,0.23,0.46
COc1cc(c(c(c1)Cl)C(=O)N2CC3(C2)c4cccnc4NC(=O)O3)F,m_22bbh_22599942_12423600,0.87,0.20,0.67
c1cc(cc(c1)Br)C2(CCCCC2)CNC(=O)CCc3cc(no3)Cl,m_22bbh_6109676_18366020,0.94,0.30,0.64
CSc1ccc(s1)CNC(=O)c2ccc(c(c2)F)S(=O)(=O)N,m_22bbh_13823208_6474228,0.73,0.17,0.56
C[C@@H](C(=O)NC1C[C@H]2CC[C@@H](C1)N2S(=O)(=O)C)Oc3ccc(cc3C4CCCCC4)Cl,m_22bbh_14784016_14930576,0.80,0.27,0.53
c1ccc(cc1)CC2(CC(=O)C2)C(=O)N3CCC(CC3)(c4ccc(cc4)c5ccccc5)O,m_22bbh_9434282_19898126,0.70,0.20,0.50
COCCOc1ccc(cc1)C(=O)N2CCC[C@@H](C2)CC(=O)N,m_22bbh_6465746_4602934,0.91,0.27,0.64
C[C@@](C1CCC1)(C(=O)N[C@@H](C[C@H](c2ccccc2)O)CO)O,m_22bbh_7791642_10391006,1.00,0.29,0.71
CN(C)S(=O)(=O)c1ccc(c(c1)C(=O)NC[C@H](COc2ccc(cc2)C(F)(F)F)O)Cl,m_22bbh_7114784_59912,0.83,0.20,0.62
Cn1cc(cn1)CC(=O)NCCCOc2cc(cc(c2)OC)OC,m_22bbh_6887426_2663596,0.96,0.27,0.69
CC[C@@H](C)c1ccc(cc1)CNC(=O)c2cc3cccc(c3nc2)N,m_22bbh_15721206_21057486,0.74,0.22,0.52
COc1cc(ccc1OCC(F)(F)F)CCC(=O)NC[C@H](c2ccc(cc2)c3ccccc3)O,m_22bbh_8852506_2537352,0.67,0.31,0.36
CCc1ccc(cc1Br)C(=O)N(C)Cc2cccc(c2)C(=O)OC,m_22bbh_19737584_14319680,1.04,0.29,0.75
CC(C)(c1cccc(c1)C(=O)NC[C@H]2CCC[C@@H]3[C@H]2C3)C(F)(F)F,m_22bbh_12054516_16795768,0.90,0.32,0.58
C[C@H](Cc1cc(cc(c1)F)OC)NC(=O)CC2CCCCCC2,m_22bbh_10862854_6674344,0.99,0.34,0.64
CCCCN(C)c1ccc(cc1)C(=O)N2CCN(CC2)CCCNC(=O)OC(C)(C)C,m_22bbh_20025576_2210964,0.63,0.24,0.38
CC(C)c1ccnc(n1)N2CCN(CC2)C(=O)[C@H]3CCN(C3)c4ccc(cc4F)C#N,m_22bbh_8858970_10176346,0.72,0.16,0.55
CC(C[C@H](NC(=O)[C@H]1CC[C@@H](CC1)Nc2nccnc2)CC(=O)OC)C,m_22bbh_20346474_13264030,0.67,0.21,0.47
CCCc1ccc(cc1)N2C[C@@H](CC2=O)C(=O)N[C@H]3CCCCc4c3cc(c(c4)OC)OC,m_22bbh_12910126_530384,0.79,0.24,0.55
c1cc(ccc1C2(CCCC2)C(=O)NCc3csc4c3cc(cc4)F)F,m_22bbh_19507696_294276,0.95,0.28,0.67
Cc1cccc(c1)[C@@H](C(=O)NCCS(=O)(=O)NC(C)(C)C)O,m_22bbh_587044_15504568,0.91,0.23,0.68
Cc1cc(cc2c1cc([nH]2)C(=O)N[C@H]3C[C@H](OC3)C4CCN(CC4)C(=O)OC(C)(C)C)C(=O)OC,m_22bbh_22490948_14936386,0.80,0.28,0.52
Cc1c(cnn1C)CC(=O)N2CCN(CC2)CCC(F)(F)F,m_22bbh_17603554_10428876,0.86,0.39,0.47
CCC1(CC1)CNC(=O)[C@]23CCC[C@H]2C3(F)F,m_22bbh_6673690_15265420,0.87,0.27,0.60
CC(C)Cc1cc([nH]n1)C(=O)N2CCN(CC2)C3CCC3,m_22bbh_4860722_782660,0.81,0.34,0.47
C[C@H](C(=O)NCC1(CCCCC1)NC(=O)OC(C)(C)C)NC(C)C,m_22bbh_2562802_22363600,0.82,0.20,0.62
CC(C)N1CCN(CC1)CCCC(=O)NCCC[N@]2CCCS2(=O)=O,m_22bbh_12361850_10903504,0.75,0.10,0.65
C[C@@H]1C[C@H](CN1C(=O)c2cccc(n2)C(F)(F)F)CNC(=O)OC(C)(C)C,m_22bbh_7689728_10689460,0.87,0.27,0.60
Cc1ccnc(n1)C2CCN(CC2)C(=O)[C@H]3CC(=NO3)C,m_22bbh_13422126_10738610,0.82,0.23,0.59
CC(C)(C)O[C@H]1C[C@H]([C@H]1CC=C)NC(=O)c2cc([nH]n2)C3CCC3,m_22bbh_15757396_20854912,0.72,0.21,0.51
CC1(CCc2c(c(no2)CNC(=O)Cc3cc(cc(c3)OC)C(F)(F)F)C1)C,m_22bbh_12857456_18352042,0.78,0.23,0.55
CCCCCC(=O)N1CC(C1)Oc2ccc(cc2)Cl,m_22bbh_16483376_294124,0.77,0.19,0.58
COCCOCCOCC(=O)N1CCC(CC1)C(=O)NC2CC2,m_22bbh_15419926_17511516,0.66,0.17,0.49
COc1ccc(cc1)c2c(c3ccccc3[nH]2)CCC(=O)NCc4ccc(c(c4OC)OC)OC,m_22bbh_542992_136801,0.77,0.22,0.54
CCOc1cccc2c1c(c[nH]2)CC(=O)NC[C@H]3CCC=CC3,m_22bbh_2054738_9142438,0.95,0.28,0.67
CC(C)[C@H](Cc1ccc(cc1)OC)NC(=O)C2=COc3ccccc3O2,m_22bbh_20902240_14174164,1.01,0.28,0.73
Cc1ccc(cc1C(F)(F)F)C(=O)NC/C=C/COC,m_22bbh_20614240_12298804,0.84,0.37,0.47
Cc1ccccc1C2(CCCCC2)CNC(=O)C34C5C6C3C7C4C5C67C(=O)N,m_22bbh_2561690_16952566,0.68,0.06,0.61
CC(C)S(=O)(=O)c1ccc(c(c1)C(=O)NC2CCN(CC2)c3nccs3)Cl,m_22bbh_9746800_6484546,0.68,0.20,0.48
C[C@H]1CCCC[N@@]1CCC2CCN(CC2)C(=O)c3ccc(nn3)OC(C)C,m_22bbh_7142498_18796242,0.75,0.33,0.42
CC(C)(C)OC(=O)N1CCc2c(c(n[nH]2)C(=O)NC[C@H]3CCCC4([C@H]3O)CCC4)C1,m_22bbh_14419570_9141630,0.81,0.25,0.57
CC(C)(C)OC(=O)N1CCCC[C@@H]1C(C)(C)C(=O)N(C)Cc2ccc(cc2C(F)(F)F)F,m_22bbh_20843580_20885206,0.78,0.27,0.52
CCOC(=O)C[C@@H](CC(C)C)NC(=O)c1cc2c(cc(cc2[nH]1)C)C,m_22bbh_20346386_159614,0.81,0.17,0.64
CC1(CCC[C@H]1NC(=O)c2nnc3n2CCC3)C,m_22bbh_20901896_22601392,0.89,0.21,0.68
Cc1c2ccccc2c(nn1)N3CCN(CC3)C(=O)C(c4cccc(n4)C(F)(F)F)(F)F,m_22bbh_20611098_20075226,0.74,0.24,0.50
CCOC(=O)CC1CCN(CC1)C(=O)C2=NO[C@@]3(C2)CCCN(C3)C(=O)OC(C)(C)C,m_22bbh_515790_12058002,0.77,0.23,0.55
c1c(cc(c(c1C(=O)N[C@@H]2CC[C@@H]3COCC[C@@H]3C2)F)Br)Cl,m_22bbh_15101026_9396322,0.82,0.22,0.60
Cc1nc(c(o1)c2ccccc2)C(=O)NC[C@H](c3ccc(cc3)O)O,m_22bbh_14577472_8761074,1.03,0.35,0.69
CC(=O)Nc1ccc(cc1)CN2CCC(CC2)NC(=O)c3ccc(=O)n(n3)C,m_22bbh_10745526_60028,0.59,0.21,0.38
Cc1cccc(c1C)OCCC(=O)N2CCC(CC2)[C@H](c3ccccc3OC)O,m_22bbh_18185930_548162,0.74,0.13,0.60
Cc1cnc(nc1)CNC(=O)[C@@H]2CCC[C@@H]2c3ccc(cc3)F,m_22bbh_11243950_14652288,1.03,0.32,0.71
CN(C)S(=O)(=O)c1ccccc1C(=O)N[C@@H]2CCO[C@H]2c3ccc(cc3)Cl,m_22bbh_12361310_10686862,0.96,0.33,0.63
CC1(CCN(CC1)C(=O)OC(C)(C)C)CNC(=O)C2(CC2)c3ccc4c(c3)OC(O4)(F)F,m_22bbh_8695180_19565860,0.71,0.19,0.52
CCOCCOCCNC(=O)[C@@H]1CCCc2c1nc[nH]2,m_22bbh_13260772_13776178,0.79,0.24,0.55
Cc1ccc(n1c2ccc(cc2)C(=O)NCC3(CCOCC3)CN(C)C)C,m_22bbh_15766814_60281,0.72,0.22,0.50
Cc1c(c(sn1)C(=O)N2CC[C@@](C2)(C#N)F)Br,m_22bbh_9173784_20854216,1.01,0.43,0.58
Cc1c(n(cn1)CCNC(=O)C2=CCOCC2)C,m_22bbh_18056084_8861288,0.99,0.32,0.67
c1cc2cc(sc2c(c1)Br)C(=O)NCc3ccnc(c3)C(F)F,m_22bbh_17828990_16476168,0.76,0.25,0.51
CC(C)(C)c1cc(on1)C(=O)N2CC3(C2)CCC3,m_22bbh_7343780_14046312,0.98,0.43,0.55
Cc1ccnc(c1)[C@@H](C2CC2)NC(=O)c3c(cccn3)N,m_22bbh_21003480_12613752,0.95,0.25,0.70
Cc1cc(cc(c1Cl)C)C(=O)N2CCc3cc(ccc3C2)OCC(F)(F)F,m_22bbh_20613404_20826070,0.83,0.26,0.57
CC(C)(Cc1ccccc1)CC(=O)NCCCCc2cnn(c2)c3ccccc3,m_22bbh_16767896_17541948,0.79,0.31,0.48
C[C@H](CCN1CCOCC1)NC(=O)c2cc(c(cc2N)F)O,m_22bbh_4836218_21388898,1.00,0.35,0.65
c1cc(cc(c1)C(F)(F)F)C(=O)N2CCN(CC2)C(=O)CCc3cc(ccc3F)F,m_22bbh_821066_1282328,0.75,0.29,0.46
COc1ccc(cc1)[C@]2(C[C@H](C2)O)C(=O)N[C@H](c3cc(c(cc3)OC)Br)CC(=O)N,m_22bbh_14950506_12103692,0.83,0.24,0.59
CCC(CC)n1c(cc(n1)C(=O)NCC(CC)(CC)OC)C,m_22bbh_10437224_8304812,0.76,0.22,0.54
Cc1ccc(s1)c2c[nH]cc2C(=O)N3CCN(CC3)[C@@H]4CCCOC4,m_22bbh_16895942_9046554,1.07,0.35,0.71
CC(C)CNC(=O)[C@@H]1CCCN(C1)C(=O)c2ccc(cn2)C(=O)C,m_22bbh_731794_18720872,0.93,0.15,0.78
Cc1c(oc(n1)[C@@H](C)NC(=O)OC(C)(C)C)C(=O)NC[C@@H](C)c2cc(cc(c2)F)F,m_22bbh_15075838_21205082,0.79,0.22,0.57
c1c(ncc(n1)C(F)(F)F)C(=O)N[C@H]2CC[N@@](C2)C3CCOCC3,m_22bbh_18683536_17833920,0.79,0.21,0.58
C[C@H]1CCO[C@H]1CNC(=O)C[C@@H]2CCCC(=O)C2,m_22bbh_14519256_14580070,0.95,0.30,0.65
Cc1cccc(c1)n2c(cc(c2C)C(=O)NCC[C@H]3CCCC[C@H]3O)C,m_22bbh_13314098_59517,0.87,0.37,0.50
CC(C)C[C@@H](C(=O)NCc1cccc(c1)OCC(F)(F)F)NC(=O)C(C)(C)C,m_22bbh_765282_10743584,0.76,0.24,0.51
CNc1nnc(s1)CC(=O)N(C)Cc2cc(cc(c2)Br)C(F)(F)F,m_22bbh_20612876_8741174,0.86,0.25,0.61
Cc1c(cn(n1)C)[C@@H]2C[N@@](C[C@H]2C(=O)N[C@H](C)CN3CCN(CC3)c4ccccn4)Cc5ccccc5,m_22bbh_5064680_21203032,0.66,0.16,0.50
CS(=O)(=O)Nc1ccc(cc1)OCC(=O)NC[C@]2(CCCOC2)CO,m_22bbh_17631444_21203020,0.70,0.17,0.53
CC(C)(C)OC(=O)N1[C@@H]2C[C@H]1CN(C2)C(=O)c3cc(cc4c3OCCO4)N,m_22bbh_17604026_21057240,0.85,0.26,0.59
c1cc(cc2c1cc([nH]c2=O)C(=O)NCCOCC(C(F)F)(F)F)Cl,m_22bbh_9360324_17783496,0.82,0.33,0.49
Cc1c(c(n[nH]1)CO)C(=O)NC[C@@H](C2CCCCC2)F,m_22bbh_17516206_22642926,0.95,0.27,0.68
CC(C)(C)OC(=O)N(CCOC)CC(=O)N1CCCN(CC1)C(=O)Nc2ccc(cc2)Cl,m_22bbh_2196672_4915052,0.74,0.23,0.51
CC(=O)N1CCCCC[C@H]1C2CCN(CC2)C(=O)c3cc(ncc3N)Br,m_22bbh_4541312_16783546,0.80,0.18,0.62
CC[C@H](C/C=C\C)C(=O)N[C@H](C)c1cn(c2c1ccc(c2)Cl)C,m_22bbh_13914132_18318486,0.83,0.16,0.66
Cc1ccc(cc1)S(=O)(=O)[N@@]2CCN(C[C@H](C2)O)C(=O)CCNC(=O)c3cc(ccc3Br)F,m_22bbh_19746240_953120,0.74,0.24,0.50
CC(C)(C)OC(=O)N1c2ccccc2CC[C@@H]1CCNC(=O)c3cnn(c3c4ccccc4)CCC#N,m_22bbh_11688134_9321998,0.69,0.21,0.48
COCCOc1ccc(nn1)CNC(=O)[C@@H]2Cc3ccccc3N2C(=O)OCc4ccccc4,m_22bbh_10388296_16894382,0.63,0.19,0.45
CC(C)(C)c1cccc(c1)C(=O)N(C)Cc2ccc(cn2)OC,m_22bbh_9296348_11763460,1.01,0.28,0.73
CC(C)CNC(=O)N1CCC[C@@H](C1)C(=O)NCc2ccc(cc2)n3cccn3,m_22bbh_730268_5535468,0.70,0.18,0.52
