SMILES,TITLE,TanimotoCombo,ColorTanimoto,Tanimoto
Cc1ccc(cc1Br)CC(=O)NCc2[nH]c(nn2)[C@H]3CCCO3,m_22bbh_11759862_9142718,0.86,0.24,0.62
C[C@H]1CCCC[N@@]1Cc2ccccc2CNC(=O)[C@H](C(C)C)N3CCCC3=O,m_22bbh_768540_2337000,0.91,0.28,0.63
CCn1ccc(c1)CNC(=O)c2coc(n2)C(C)C,m_22bbh_21037178_14423564,0.84,0.22,0.62
CCn1c2c(cc(s2)C(=O)N3CCC(CC3)[C@H]4CC4(F)F)c(n1)C,m_22bbh_14471102_20853236,0.90,0.35,0.55
COCCNC(=O)CN1CCN(CC1)C(=O)CC2CCCCCCC2,m_22bbh_136944_20853676,0.62,0.13,0.49
C=CC[N@@](c1ccc(cc1)Cl)S(=O)(=O)c2cc(ccc2Cl)C(=O)N3CCN(CC3)c4cccc(c4F)F,m_22bbh_9292504_59462,0.73,0.25,0.47
C[C@@H]1CN(CC[N@@]1C2CCCC2)C(=O)CCCNC3=NS(=O)(=O)c4c3cccc4,m_22bbh_13142200_60419,0.83,0.24,0.59
Cc1c(nnn1c2ccccc2)C(=O)N3CCN(CC3)C(=O)c4ccncc4,m_22bbh_16784098_1161620,0.70,0.23,0.47
CNS(=O)(=O)Cc1ccc(cc1)CNC(=O)CCc2c3cccc(c3[nH]c2c4ccccc4)Cl,m_22bbh_153675_15270218,0.71,0.21,0.50
Cc1c[nH]c(c1C(=O)N(C)CCOc2ccc(cc2)S(=O)(=O)N)CC(=O)N,m_22bbh_10466308_10854900,0.79,0.21,0.58
Cc1ccc(cc1C)OCC(=O)N[C@H](CO)[C@H]2COC(O2)(C)C,m_22bbh_20028954_59322,0.85,0.22,0.63
Cc1ccc2c(c1)nc(n2C)CCNC(=O)c3cnc(s3)c4ccc5c(c4)OCO5,m_22bbh_4113126_3218534,0.68,0.20,0.48
COc1ccc(cc1)[C@@H](C(=O)N2CCC(CC2)c3csc(n3)c4ccc(cc4)Cl)O,m_22bbh_13473140_19667272,0.74,0.20,0.54
CC[C@@H](CNC(=O)c1cc2c(cc1Cl)NC(=O)CO2)[N@@]3CCc4ccccc4C3,m_22bbh_586472_13529974,0.79,0.24,0.54
c1cnc2c(cnn2c1)C(=O)NC[C@@H]3CCNC(=O)C3,m_22bbh_20643900_311848,0.92,0.25,0.67
CC[C@H](COC)NC(=O)c1cnn(c1N)c2cccc(c2)Cl,m_22bbh_14728112_17637240,0.80,0.28,0.52
Cc1csc(n1)SCc2ccccc2C(=O)NCC[C@H]3CCOC3,m_22bbh_8696806_339664,0.81,0.32,0.50
CC(C)(C)OC(=O)NC[C@@]1(CC[C@@H](C1)C(=O)NC2CCN(CC2)Cc3coc(n3)c4ccccc4)F,m_22bbh_9406998_16477776,0.59,0.16,0.42
COc1cc(ccc1Cl)CCNC(=O)c2c[nH]c3c(c2=O)ccc(c3Br)Cl,m_22bbh_10563968_17759666,0.90,0.27,0.62
CN(C)CCCNC(=O)c1ncc(c(n1)OC)F,m_22bbh_57812_14579886,0.83,0.25,0.58
Cc1cc(n(n1)C2CCC2)C(=O)N3C[C@@H](O[C@@H](C3)c4ccc(cc4)F)C,m_22bbh_14471420_15085128,1.20,0.60,0.60
CC(C)(C1CCCCC1)C(=O)NCCCn2ccccc2=O,m_22bbh_2080432_7968788,0.89,0.24,0.65
Cc1cc(c(cc1F)C(=O)NCC2(CCCCC2)[N@@](C)Cc3ccccc3)N,m_22bbh_12856672_21057044,0.83,0.25,0.58
CC(C)OCCOc1cc(ccc1C(=O)N2C[C@@H]([C@H](C2)NC(=O)OC(C)(C)C)c3ccnn3C)OC,m_22bbh_14653030_9228352,0.71,0.19,0.53
Cc1c2ccc(cc2on1)C(=O)NCc3cn(nc3C(F)F)C,m_22bbh_14318480_17757882,0.81,0.27,0.54
Cc1c(c(=O)[nH]c(n1)SCc2ccccc2)CCC(=O)NC[C@@H](c3ccc(c(c3)F)F)C(C)C,m_22bbh_15271390_300256,0.77,0.22,0.55
CC(=O)c1cccc(c1)S(=O)(=O)NCC(=O)NCCC2=CCCCC2,m_22bbh_102784_60615,0.77,0.23,0.54
Cc1c(nc(s1)C)CNC(=O)Cn2cc(c(=O)[nH]c2=O)C#N,m_22bbh_7873790_12206070,0.87,0.16,0.71
c1ccc(c(c1)C(=O)N2CCCc3c(cccc3Br)C2)[S@](=O)C(F)(F)F,m_22bbh_8804814_13264566,0.98,0.30,0.69
CCn1cc(cc1C(=O)NC[C@@H](Cc2ccccc2)C(C)C)Cl,m_22bbh_9194882_13129752,0.98,0.32,0.66
CC(C)(C)n1cncc1[C@H]2CCCN(C2)C(=O)CCS(=O)(=O)c3ccc(cc3)Br,m_22bbh_13904966_16794896,0.82,0.29,0.53
C[C@H]1CC[C@H](C1)C(=O)NCc2cccc(c2)OCCCOC,m_22bbh_7687926_8304778,0.76,0.18,0.58
CC(C)[C@@H]1CCc2c(cc(c(=O)[nH]2)C(=O)NCc3ccc(cc3)COc4cccc(c4)F)C1,m_22bbh_11569552_13218742,0.66,0.22,0.44
Cc1ccc(cc1C)C[N@@](C)CCNC(=O)c2ccc(cc2Br)N,m_22bbh_20611050_21057330,0.91,0.25,0.66
CC(C)(C)OC(=O)N1CCC(CC1)(C2(CC2)C(=O)N3CC[C@H](C3)[C@H](C(F)(F)F)O)O,m_22bbh_10814176_13886104,1.04,0.38,0.66
C[C@@H]1[C@@H](CC[N@]1C)NC(=O)C[C@@H](C)c2cnn(c2)C,m_22bbh_13159600_10968730,1.00,0.26,0.74
c1ccc(cc1)[C@]2(C[C@@H](C2)O)CNC(=O)[C@@H]3C4(C(=O)C3)CCCC4,m_22bbh_13154426_20007598,0.94,0.27,0.66
CC(C)NC(=O)CN1CCN(CC1)C(=O)c2c3ccccc3c(=O)n(n2)CCO,m_22bbh_102927_60224,0.74,0.15,0.59
C[C@]1(CN(CCO1)C(=O)Cc2ccc(cc2)N3CCCC3=O)c4ccccc4,m_22bbh_11684082_134236,0.86,0.29,0.58
CNC(=O)CCN(C)C(=O)CCS(=O)(=O)c1ccc2c(c1)CCC2,m_22bbh_3021354_730420,0.84,0.24,0.60
c1cc(ccc1n2cc(cn2)C(=O)NCCCCc3ccc(c(c3)F)F)Cl,m_22bbh_8964358_889286,0.80,0.27,0.52
CC(C)[N@]1CC[C@H](C1)N(C)C(=O)CCc2c[nH]nc2,m_22bbh_10863196_10890234,0.88,0.24,0.64
C[C@@H](c1ccccc1C(F)(F)F)C(=O)N[C@H]2[C@@H]3[C@H]2c4cccc(c4C3)Cl,m_22bbh_12306528_5826672,0.87,0.27,0.60
CN(Cc1cccc(c1)C(=O)OC)C(=O)C2(Cc3ccccc3C2)NC4CCCC4,m_22bbh_19737584_14760712,0.75,0.20,0.55
CC(C)(C)OC(=O)Cn1cccc1C(=O)N(C)Cc2cnn(c2)C,m_22bbh_605526_20902834,0.98,0.25,0.73
c1ccc2c(c1)nc(o2)C(=O)N3CCC(CC3)OCCCO,m_22bbh_7026248_16712316,0.85,0.24,0.62
CC(C)OC[C@@H](C(=O)NCC12CCC(C1)CC2)NC(=O)C,m_22bbh_7839802_15085294,0.87,0.29,0.58
CC1(CCc2c(c(no2)CNC(=O)[C@H]3CCCC(=O)N3)C1)C,m_22bbh_12857456_9787842,0.90,0.26,0.63
CN1C(=O)CCC(=N1)C(=O)NCc2cccc(c2Br)F,m_22bbh_18682864_147555,0.85,0.19,0.65
CCNC(=O)CN1CCN(CC1)C(=O)[C@@H]2C[C@@H]2C(=O)NCC#C,m_22bbh_23039154_16466010,0.74,0.15,0.59
COCCn1cnc2c1c(=O)n(c(=O)n2Cc3ccccc3)CC(=O)N[C@H]4c5ccccc5[C@@H]6CC[C@H]4C6,m_22bbh_17550356_138495,0.69,0.23,0.46
c1cc2c(c(c1)Cl)CC[C@H]2NC(=O)c3cccc(c3F)F,m_22bbh_1318470_2767716,0.83,0.21,0.63
C[C@@H]1C[C@@H](C[N@]1C)C(=O)N2CCCc3ccc(cc3C2)Br,m_22bbh_15751940_16466182,1.05,0.27,0.78
Cc1cccc(c1)C[C@@H](C(=O)NCc2ccc(nc2)n3ccnc3C)NC(=O)OC(C)(C)C,m_22bbh_1055424_16917136,0.63,0.12,0.50
CC1(CN(Cc2c1[nH]nc2)C(=O)c3ccnc(c3)n4ccnc4)C,m_22bbh_13596574_2069792,0.88,0.25,0.63
CCCn1ccc(n1)CNC(=O)C2(Cc3ccccc3C2)COC,m_22bbh_14473840_22382364,0.88,0.27,0.62
C[C@@H]1C[C@H]1C(=O)N2C[C@H]3CC[C@@H]2C[N@]3CC(=O)OC,m_22bbh_19627404_59041,0.90,0.21,0.69
CCC(CC)(CNC(=O)C[C@@H]1CC[C@H](CO1)C)c2ccccc2,m_22bbh_6176346_17066814,0.88,0.21,0.67
CC1(CN(CCS1(=O)=O)C(=O)c2ccccc2c3cccc4c3cccc4)C,m_22bbh_17792732_16658326,1.08,0.36,0.73
CC(C)[C@@H](CNC(=O)CCCCCNC(=O)NC1CCCCC1)NC(=O)OC(C)(C)C,m_22bbh_4974492_4973056,0.69,0.19,0.50
c1cc(c(cc1Cl)F)CCC(=O)NCC2C[C@H]3CC[C@@H](C2)S3,m_22bbh_13146384_15067912,0.99,0.35,0.65
CCc1ccc(cc1)c2cc(no2)C(=O)NCCC[C@H]3CCOC3=O,m_22bbh_12855804_12892360,0.65,0.22,0.43
c1ccc(c(c1)c2ccc([nH]2)C(=O)N3CCN(CC3)c4ccncc4F)F,m_22bbh_14468590_21290860,0.71,0.17,0.54
CC(C)Cc1cc(ccc1N)C(=O)NCCOc2ccc(c(c2)F)Cl,m_22bbh_10741290_21040670,0.79,0.25,0.53
CN(CCc1nccs1)C(=O)CCc2ncc(o2)c3ccc(cc3)OC,m_22bbh_7764544_2263524,0.86,0.29,0.57
c1cc(c(cc1C(=O)Nc2ccc(c(c2)O)C(=O)N3CCC(CC3)N4CCCC4=O)Cl)Cl,m_22bbh_3490502_8164630,0.64,0.26,0.39
c1cc(sc1)C[N@]2CCC[C@@H](C2)CNC(=O)c3ccc4c(c3)OCCO4,m_22bbh_2335460_59218,0.76,0.24,0.52
COCCC1CC(C1)NC(=O)c2ccc(cc2)c3ccon3,m_22bbh_16927734_16807972,0.74,0.27,0.47
Cc1cnc(nc1)CCNC(=O)C2CCN(CC2)C(=O)c3ccc(cc3)Cl,m_22bbh_21854864_60014,0.88,0.26,0.61
CC(C)CC1(CCN(CC1)C(=O)[C@H]2CCn3c(cnc3c4ccccc4)C2)C#N,m_22bbh_20775660_8693622,0.76,0.23,0.54
C[C@H](c1ccccc1SC)NC(=O)CCc2cnc3n2CCOC3,m_22bbh_9819540_19877338,0.86,0.19,0.67
c1cc(sc1)C2(CC2)NC(=O)C[C@H]3CCC=CC3,m_22bbh_20976378_13263034,1.03,0.28,0.75
c1ccc(cc1)S(=O)(=O)N2CCN(CC2)C(=O)CCCCF,m_22bbh_411360_15414764,0.92,0.28,0.64
C[C@@H](C1(CC1)CO)NC(=O)[C@@H](C(C)C)N2CCCC2=O,m_22bbh_11974286_2337000,1.09,0.35,0.74
Cc1cccc2c1[nH]cc2C[C@H](C(=O)N[C@H](C)c3cc(ccc3F)F)NC(=O)C,m_22bbh_543120_16727604,0.80,0.13,0.67
CC(=O)N1CCC(CC1)(C)NC(=O)c2cccc3c2nc([nH]3)c4ccccc4,m_22bbh_20901926_16784168,0.79,0.18,0.61
Cc1ccc(c(n1)N)C(=O)N2CC[C@](C2)(CO)C(C)(C)O,m_22bbh_20982856_21057200,0.99,0.28,0.71
CC[C@](C)(CNC(=O)c1nc2nc(ccn2n1)C)O,m_22bbh_15429088_19450858,0.79,0.22,0.57
Cc1cnn(c1)c2c(c(nn2C)C)C(=O)N[C@H]3C[C@H]([C@H]3n4cccn4)O,m_22bbh_10803994_9049536,1.08,0.37,0.71
COc1cc(c(cc1F)N)C(=O)NCc2cccc(c2Cl)C(F)(F)F,m_22bbh_20613248_21057418,0.76,0.23,0.52
C[C@@H](CCNC(=O)c1cc2c(nc1)OCC(=O)N2)[N@](C)Cc3ccccc3,m_22bbh_6442138_8226894,0.75,0.21,0.55
CN1C[C@]2(CCCN(C2)C(=O)c3c4n(c(n3)c5ccc(cc5)F)CCCCC4)CC1=O,m_22bbh_15151910_610232,0.84,0.22,0.62
CN1CC[C@H](c2c1cccc2)NC(=O)C3CN(C3)C4CCOCC4,m_22bbh_8761162_12206098,0.90,0.25,0.65
c1cc(cc(c1)F)C(=O)NCCCNC(=O)[C@@H]2CCC[N@]2S(=O)(=O)c3ccc(cc3)F,m_22bbh_4600000_138745,0.77,0.19,0.58
CN1CCN(CC1)CCCNC(=O)c2cccnc2N3CCN(CC3)Cc4ccc(cc4)OC,m_22bbh_125641_2206078,0.79,0.28,0.51
Cc1ccc(cc1)c2nc(on2)CCCN3CCN(CC3)C(=O)[C@@]45C[C@@H]6C[C@@H]([C@H]4C6)C(=O)N5,m_22bbh_662406_11685932,0.67,0.18,0.49
C[C@](CNC(=O)c1cccc(c1OC)Br)(C2CCCCC2)O,m_22bbh_16504368_14038266,0.89,0.36,0.54
Cc1cc2c(cc(nc2cc1C)c3ccccc3)C(=O)N4CC[C@H](C4)CN(C)C,m_22bbh_16656092_3218350,0.98,0.38,0.60
CC(C)(C)OC(=O)N1C[C@@H](OC2(C1)CCC2)CNC(=O)c3cc(cc4c3cccc4)C#N,m_22bbh_16498884_15314206,0.70,0.24,0.46
Cc1ccc(cc1)c2nc(co2)CCNC(=O)c3c(ccs3)S(=O)(=O)[N@]4CCCC[C@H]4CCO,m_22bbh_2745190_10427742,0.80,0.34,0.45
Cc1cc(ccc1Br)CCNC(=O)Cc2csc(n2)c3cccnc3,m_22bbh_19660672_138690,0.89,0.27,0.61
CC(C)(C)OC(=O)NC1(CC(C1)(F)F)CNC(=O)Cn2cc(cn2)C#N,m_22bbh_22449546_13901078,0.86,0.24,0.62
c1ccc(cc1)C[N@@]2CCC[C@H]2CNC(=O)c3ccc4c(c3)CCC4,m_22bbh_4933468_90484,0.99,0.28,0.71
CN1[C@@H]([C@H](CC1=O)CNC(=O)c2ccc(c(c2)S(=O)(=O)N3CCCC3)OC)c4cnn(c4)Cc5ccccc5,m_22bbh_14036684_59597,0.63,0.22,0.41
Cc1csc(n1)CCN(C)C(=O)CC2(CCCC2)O,m_22bbh_15748974_5119344,1.00,0.26,0.74
CC(OC(=O)N1CCC(CC1)[C@]2(C[C@@H](C2)C(=O)NCc3ncc(cc3)Cl)O)(C)C,m_22bbh_8282670_19881348,0.62,0.19,0.43
CC[C@@](C)(CNC(=O)c1cc(c(cn1)F)C)O,m_22bbh_15429088_18053516,0.95,0.39,0.56
CC(C)(C)OC(=O)N[C@@H]1Cc2ccc(cc2C1)C(=O)N3CCC(CC3)OCC=C,m_22bbh_20616784_12341732,0.75,0.26,0.49
CCOc1ccc(nc1)CC(=O)N2CC[C@@H](C2)C3CCCCC3,m_22bbh_11984898_13770970,0.87,0.29,0.58
COc1ccccc1COC2CCN(CC2)C(=O)C[C@@H]3CC[C@@H](O3)C(F)(F)F,m_22bbh_8166010_13215574,0.67,0.25,0.42
C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2C(=O)NC4CCC(CC4)C(=O)N(C)C)CC[C@@H]5[C@@]3(C=CC(=O)N5)C,m_22bbh_17518208_21524842,0.54,0.21,0.33
CC(C)CCCNC(=O)c1ccc(cc1Cl)[N@@]2CCCS2(=O)=O,m_22bbh_2517086_5136786,0.67,0.20,0.47
C[C@H](C(=O)NCCCc1ccc(cc1)S(=O)(=O)N)NC(=O)OCc2ccccc2,m_22bbh_13438930_19123560,0.63,0.14,0.49
Cc1ccc(nc1)[C@@H](C2CC2)NC(=O)c3c(sc(n3)N4CCCC4)Cl,m_22bbh_20995388_16970384,0.85,0.20,0.64
c1ccnc(c1)n2cc(c(n2)c3cccc(c3)Br)C(=O)N[C@H](CO)[C@H](c4ccc(cc4)Cl)O,m_22bbh_12206238_16892228,0.82,0.24,0.58
c1cc(cc2c1cc[nH]2)CCNC(=O)c3conc3c4ccc(cc4)Cl,m_22bbh_12158240_6361394,1.08,0.43,0.65
CC(C)CCO[C@@H]1CCCC[C@H]1NC(=O)C2(CC2)c3cccc(c3)C(F)(F)F,m_22bbh_20901776_3002532,0.85,0.29,0.56
c1cn(nc1C(=O)NCC2(CCCCC2)F)C(F)F,m_22bbh_9631088_8283232,0.96,0.28,0.68
C[C@H](Cc1c[nH]c2c1ccc(c2)F)NC(=O)c3ccc(cc3)c4ccccc4C#N,m_22bbh_20995486_14651542,0.81,0.27,0.54
c1cc(ncc1CNC(=O)c2c(cnn2C3CCC3)Br)N4CCS(=O)(=O)CC4,m_22bbh_21464724_18685186,0.79,0.27,0.53
CN(Cc1ccc2ccccc2c1Br)C(=O)[C@@H]3CCCN(C3)C(=O)COc4ccccc4,m_22bbh_20613304_5535822,0.78,0.25,0.53
CCOCCOCCC(=O)NCCc1ccc(c2c1cccc2)OC,m_22bbh_14651076_13469242,0.76,0.24,0.52
CCOCCOc1ccccc1C(=O)N[C@H](Cc2ccc(cc2)Cl)CC(=O)OC,m_22bbh_22335752_2391994,0.80,0.24,0.57
C[C@@H]1CN(C[C@H]1CCNC(=O)[C@@H]2C[N@](C[C@H]2C3CCCC3)Cc4ccccc4)C(=O)OC(C)(C)C,m_22bbh_13145106_12212480,0.65,0.21,0.44
CC(C)(C)OC(=O)NCc1ccc(c(c1)C(=O)N[C@@H]2CCCN(C2)C(=O)N(C)C)OC,m_22bbh_21589970_15065786,0.67,0.22,0.45
Cc1cc(no1)NC(=O)CSCC(=O)NCCCCN2C[C@@H](C[C@H](C2)C)C,m_22bbh_774616_60598,0.69,0.23,0.46
Cc1ccc(s1)CCC(=O)NC2CCN(CC2)Cc3ccc(c(c3)Cl)Cl,m_22bbh_4433484_10301874,0.74,0.21,0.53
Cc1ccc(c(c1)C)CNC(=O)CCOC[C@H]2CCCO2,m_22bbh_542984_752282,0.93,0.27,0.65
c1cc(sc1)S(=O)(=O)Nc2ccc(cc2)CC(=O)N3CCC[C@H](C3)CNC(=O)N,m_22bbh_805840_523336,0.64,0.20,0.44
CNC(=O)c1cc(ccn1)Oc2ccc(cc2)CNC(=O)c3ccc(cc3)S(=O)(=O)Nc4ccccc4,m_22bbh_13598946_58963,0.49,0.12,0.38
Cc1c(oc(n1)CCC(=O)NCCC2CCC(CC2)(F)F)C,m_22bbh_13433852_14060214,0.95,0.30,0.64
CCN(CC)C1CN(C1)C(=O)[C@@H]2C[C@H]2c3ccc(cc3)OC(F)F,m_22bbh_16465946_13573104,0.82,0.28,0.54
CCN(C)C(=O)C1CCN(CC1)C(=O)[C@](C)(C(F)(F)F)NC(=O)OC(C)(C)C,m_22bbh_18673468_15081490,0.89,0.22,0.67
CCOC(=O)[C@H](CC(C)C)CNC(=O)c1ccnc(c1F)C(F)(F)F,m_22bbh_6010110_14772288,0.78,0.35,0.44
C1Cc2c([nH]nc2C3CN(C3)C(=O)CCC4CCOCC4)C1,m_22bbh_15066046_6337626,0.80,0.23,0.58
CC(C)(C)Cn1c2c(cccc2[nH]c1=O)C(=O)N3CCC[C@@H](C3)OCc4ccccc4F,m_22bbh_9477474_13034358,0.77,0.21,0.56
Cc1c(ccs1)CNC(=O)C2=COCC2,m_22bbh_13822538_2991110,0.99,0.35,0.63
Cc1cc(c(n1[C@@H](C)c2ccccc2)C)C(=O)N[C@H]3CCc4ccccc4C3,m_22bbh_2505412_548116,0.76,0.17,0.59
Cc1cc(nc(c1CN(C)C(=O)[C@@H]2CC[C@H](O2)C)OC)C,m_22bbh_12157272_14941928,1.03,0.29,0.74
Cc1ccc(c(c1)F)C(=O)N2CCC(CC2)OC,m_22bbh_205163_6586096,1.04,0.36,0.67
C[C@H](Cc1ccc(cc1Cl)Cl)C(=O)N2CCC(CC2)[C@H](c3ccccc3OC)O,m_22bbh_18185930_4066424,0.83,0.29,0.53
COC(=O)c1cccc2c1[nH]c3c2CN(CC3)C(=O)CCc4ccc5c(c4)NC(=O)CO5,m_22bbh_592182_13757736,0.71,0.19,0.52
Cc1cc(n(n1)CC(=O)NCCOCC(C)(C)O)C,m_22bbh_15369188_147669,0.85,0.15,0.71
CCc1ccc(cc1)O[C@H](C)C(=O)N2CCN(CC2)C(=O)CCc3nncs3,m_22bbh_5182708_20854240,0.80,0.22,0.58
C[C@H](c1c(cccc1F)OCCO)NC(=O)Cc2nncn2C(C)C,m_22bbh_20901264_13890618,0.88,0.21,0.67
c1c(cc(cc1Cl)Cl)NC(=O)CCNC(=O)C[C@H]2CCCS(=O)(=O)C2,m_22bbh_10549116_10543766,0.88,0.24,0.64
CC(C)(C)OC(=O)N1CCCC[C@H]1C(C)(C)C(=O)NC2CCN(CC2)CC3=CCCCC3,m_22bbh_13022918_20885206,0.71,0.22,0.49
C[C@@H](Cc1cnn(c1)C)NC(=O)[C@@H]2CC(=O)N(C2)c3ccc(cc3)SC,m_22bbh_10810726_308722,0.90,0.27,0.63
COc1ccc(cc1)S(=O)(=O)N2CC(C2)NC(=O)c3c4c(sc3NC(=O)C5CCCCC5)CCC4,m_22bbh_7866914_16784012,0.62,0.18,0.45
CC(OC(=O)N(CC(=O)N[C@H]1CC[C@@H](CC1)c2ncc[nH]2)CCOC)(C)C,m_22bbh_12421240_4915052,0.65,0.19,0.46
CCSc1ccc(cc1)[C@@H](C)NC(=O)C[C@@H]2CC[C@H]3C[C@H]3C2,m_22bbh_3307874_13654590,1.00,0.31,0.70
c1ccc(cc1)COC(=O)N[C@H](Cc2cccc(c2)O)C(=O)NCc3ccsc3Br,m_22bbh_9865864_21516838,0.74,0.20,0.54
Cc1c(c(c(s1)C(=O)N2CCC[C@H](C2)NC(=O)C)OC)Br,m_22bbh_889232_6109538,0.94,0.25,0.69
CCn1c2c(cn1)c(cc(n2)C3CC3)C(=O)NCc4ccc(cc4)CC(=O)OC,m_22bbh_12215398_17310438,0.77,0.24,0.53
CC(C)(C)OC(=O)N1CCC(CC1)c2ccc(cc2)C(=O)NCc3ccnn3CC(F)(F)F,m_22bbh_14791820_19647596,0.51,0.22,0.30
c1ccc2c(c1)OC[C@H](O2)C(=O)N[C@@H]3CCc4c3cc(cc4)F,m_22bbh_3936570_59444,1.00,0.31,0.69
Cc1c(c(on1)C)CCNC(=O)[C@H]2CCN(C(=O)C2)C,m_22bbh_4066450_470264,1.06,0.30,0.76
CC(C)[C@H]1CN(CCS1)C(=O)[C@H]2CC23CCCC3,m_22bbh_6286330_6484382,0.96,0.34,0.62
CC(C)(C)OC(=O)N1CCC[C@H]1Cn2cc(nn2)C(=O)N3CCN(CC3)C(=O)c4cc5c(s4)ccs5,m_22bbh_7109800_15065750,0.65,0.21,0.44
Cc1ccccc1[C@@H](C(=O)NCCSCc2cccc3c2cccc3)NC(=O)OC(C)(C)C,m_22bbh_1290714_10644218,0.63,0.15,0.48
Cc1cc(n(n1)Cc2cccc(c2)C(=O)NC[C@@H]3C[C@H]3C4CCOCC4)C,m_22bbh_12627486_2229302,0.86,0.37,0.49
COCCc1ccc(cc1)OCCCC(=O)N2CCC3(CC2)CC(C3)C(=O)OC,m_22bbh_16513198_3706142,0.69,0.15,0.54
CC(C)(C)OC(=O)NC[C@H](Cc1ccc(cc1)F)C(=O)N(C)Cc2cncs2,m_22bbh_16948982_15768906,0.72,0.23,0.49
CC(C)Oc1ccc(c(c1)C(=O)NCc2ccc(cc2)N(C)CCOC)N,m_22bbh_20843520_21057450,0.67,0.23,0.45
CCc1ccc(nc1)CCNC(=O)Cc2ccc(cc2)n3cccc3,m_22bbh_21650496_598980,0.91,0.32,0.60
CCc1ccc([nH]1)C(=O)NCCOc2cccnc2O,m_22bbh_22606708_14592052,0.93,0.21,0.71
c1csc2c1C(=O)N(CCC2)CC(=O)NCCC3OCCCO3,m_22bbh_20982928_4147574,0.95,0.31,0.64
CC(=O)N1CCN(CC1)Cc2ccc(cc2)C(=O)N3CCC(CC3)O[C@@H]4CCOC4,m_22bbh_10906134_16784152,0.68,0.22,0.46
CC1CC(C1)(C#N)C(=O)NCCOc2ccccc2C(C)(C)C,m_22bbh_4357892_7042634,0.87,0.20,0.66
Cc1c(c(c(c(c1C)C)C(=O)N[C@H](CO)c2cccnc2)C)C,m_22bbh_11349952_16783988,0.90,0.31,0.59
COc1cccc(c1)OCC(=O)N2CC(C2)N3CCP(=O)(CC3)C,m_22bbh_18907734_1055072,0.81,0.23,0.58
CC(C)(Cc1ccc(cc1)C(F)(F)F)C(=O)N(C)C2CCN(CC2)Cc3ccccc3,m_22bbh_4860940_9173330,0.79,0.26,0.52
Cc1cccc(c1)OCCCNC(=O)c2csc(n2)CC(F)(F)F,m_22bbh_147585_14577990,0.97,0.30,0.66
c1cc(ccc1CCC(=O)NCCNS(=O)(=O)C2CC2)S(=O)(=O)N,m_22bbh_15431248_101237,0.78,0.23,0.55
Cc1c(nccn1)N2CCN(CC2)C(=O)c3csc(c3N)C,m_22bbh_23038990_16783860,0.79,0.31,0.48
Cc1nnc(s1)CCCNC(=O)[C@H]2CCCN2C=O,m_22bbh_14051250_10803940,0.92,0.19,0.73
CC(C)(C)OC(=O)NCC1(CCOCC1)CC(=O)NC[C@H](c2ccccc2Cl)OC,m_22bbh_7143882_16478728,0.71,0.22,0.49
c1c(c(=O)[nH]c(=O)n1CCC(=O)NCCCc2nnc3n2CCCC3)Br,m_22bbh_7931716_15608414,0.83,0.16,0.66
C[C@](CNC(=O)C1(CC1)[C@H]2CCCCO2)(C3CCN(CC3)C)O,m_22bbh_16772698_14520718,0.98,0.35,0.63
c1ccc(cc1)S(=O)(=O)[N@]2CCC[C@@H]2C(=O)NC3CCN(CC3)c4ccccc4C(=O)N,m_22bbh_20975250_530206,0.79,0.22,0.57
CC(C)(C)OC(=O)N[C@@H](c1ccccc1)C(=O)NCC2(CC2)CC3CCC3,m_22bbh_17788710_7546552,0.80,0.21,0.59
C[C@H](c1nc(cs1)C(C)(C)C)NC(=O)c2cc(ccc2NC(=O)COc3ccccc3)O,m_22bbh_3936506_21516828,0.68,0.15,0.54
Cc1c(cn(n1)C)CCNC(=O)CCn2cnc3cc(c(cc3c2=O)OC)OC,m_22bbh_7640990_197701,0.77,0.24,0.52
Cc1c(n(cn1)C)C(=O)N2CCN(CC2)c3c(cccn3)OC,m_22bbh_13791804_15259390,0.78,0.23,0.55
C1CC(C1)([C@H](C(F)(F)F)O)C(=O)N2CC[C@@H](C2)S(=O)(=O)N3CCOCC3,m_22bbh_20843726_19884812,0.89,0.26,0.63
c1ccc(cc1)C[N@@]2CCC[C@H](C2)CNC(=O)Cc3ccc(cc3)NS(=O)(=O)c4ccc(cc4)F,m_22bbh_2164364_60255,0.61,0.20,0.41
C[C@H](CC(=O)N1CC(C1)OCCCOc2ccccc2)c3ccccc3,m_22bbh_6492682_20826182,0.76,0.16,0.60
CN(C)c1cc(ccn1)C(=O)NCc2ccnc(c2)c3ccccc3,m_22bbh_12340072_4643196,0.88,0.30,0.58
C[C@@]1(CCC(=O)N1)CNC(=O)c2cccc(c2)NS(=O)(=O)C,m_22bbh_10891450_59988,0.81,0.16,0.66
Cc1c2cnccn2c(c1C(=O)N3CCn4c(nc(n4)C)C3)C,m_22bbh_6492660_16762228,0.99,0.30,0.69
c1cnc(cn1)N2CCN(CC2)C(=O)c3c4c(nc[nH]4)ncn3,m_22bbh_548532_12807966,0.80,0.24,0.57
CC[C@H](c1ccccc1)N2CCC(CC2)CNC(=O)[C@H]3CN(C[C@@H]3c4ccc(cc4)F)C(=O)OC(C)(C)C,m_22bbh_17519394_15768486,0.58,0.14,0.44
