SMILES,TITLE,TanimotoCombo,ColorTanimoto,Tanimoto
CCOc1ccc(cc1)OCCCC(=O)N2CCCCCC2,m_22bbh_57673_59616,1.00,0.30,0.70
c1ccc(cc1)C[N@](CC(=O)N2CCCCCC2)S(=O)(=O)c3ccc(cc3)Cl,m_22bbh_57673_59618,0.91,0.36,0.55
Cc1c(c([nH]c1C(=O)N2CCCCCC2)C)C(=O)C,m_22bbh_57673_59619,0.96,0.31,0.65
CCOc1ccc(cc1)C(=O)N[C@H](C(C)C)C(=O)N2CCCCCC2,m_22bbh_57673_59621,0.96,0.31,0.65
CC(C)[C@H](C(=O)N1CCCCCC1)NC(=O)c2cccc(c2)S(=O)(=O)N3CCOCC3,m_22bbh_57673_59623,0.74,0.20,0.54
CC(C)[C@H](C(=O)N1CCCCCC1)N2C(=O)c3ccccc3C2=O,m_22bbh_57673_59627,1.03,0.33,0.71
c1cc(ccc1SCCCC(=O)N2CCCCCC2)Cl,m_22bbh_57673_59628,1.00,0.29,0.71
CCc1ccc(cc1)NS(=O)(=O)c2cc(ccc2OC)C(=O)N3CCCCCC3,m_22bbh_57673_59630,0.87,0.26,0.61
COc1ccc(cc1)[N@@](Cc2ccccc2)S(=O)(=O)c3cccc(c3)C(=O)N4CCCCCC4,m_22bbh_57673_59631,0.77,0.21,0.57
CC(C)[C@H](C(=O)N1CCCCCC1)NC(=O)c2ccc(cc2)OC,m_22bbh_57673_59632,0.99,0.33,0.66
Cc1ccc(cc1)C(=O)CCC(=O)N2CCCCCC2,m_22bbh_57673_59634,1.08,0.33,0.75
Cc1cc(nc2c1cccc2)SCC(=O)N3CCCCCC3,m_22bbh_57673_59636,0.99,0.32,0.67
C[C@@H](C(=O)N1CCCCCC1)NC(=O)C,m_22bbh_57673_59641,0.90,0.37,0.53
Cc1cccc(c1)NS(=O)(=O)c2ccc(c(c2)C(=O)N3CCCCCC3)Cl,m_22bbh_57673_59643,0.92,0.27,0.66
CCN1CCN(CC1)S(=O)(=O)c2ccc(c(c2)C(=O)N3CCCCCC3)Cl,m_22bbh_57673_59646,0.98,0.34,0.64
c1ccc2c(c1)CC[N@@](C2)S(=O)(=O)c3ccc(cc3)C(=O)N4CCCCCC4,m_22bbh_57673_59647,0.79,0.25,0.54
CCOC(=O)N1CCN(CC1)S(=O)(=O)c2cc(c(cc2Cl)Cl)C(=O)N3CCCCCC3,m_22bbh_57673_59649,0.94,0.32,0.62
CC(C)CNS(=O)(=O)c1cc(c(cc1Cl)Cl)C(=O)N2CCCCCC2,m_22bbh_57673_59650,0.88,0.24,0.64
C[C@@H](C(=O)N1CCCCCC1)NC(=O)N,m_22bbh_57673_59652,0.86,0.20,0.66
CC(=O)c1ccc(cc1)OCCCC(=O)N2CCCCCC2,m_22bbh_57673_59653,1.00,0.30,0.70
c1ccc2c(c1)C(=O)N(C2=O)c3cccc(c3)C(=O)N4CCCCCC4,m_22bbh_57673_59654,0.88,0.23,0.65
CC(C)Oc1ccc(cc1OC)C(=O)N2CCCCCC2,m_22bbh_57673_59655,0.85,0.30,0.56
CC(C)CCOc1ccc(cc1OC)C(=O)N2CCCCCC2,m_22bbh_57673_59657,0.83,0.33,0.51
COc1cc(ccc1OCc2ccccc2Cl)C(=O)N3CCCCCC3,m_22bbh_57673_59658,0.86,0.30,0.56
CCCCCCOc1ccc(cc1OC)C(=O)N2CCCCCC2,m_22bbh_57673_59659,0.79,0.30,0.49
COc1cc(ccc1OCc2ccccc2)C(=O)N3CCCCCC3,m_22bbh_57673_59660,0.79,0.33,0.46
COc1cc(ccc1OCc2ccc(cc2Cl)Cl)C(=O)N3CCCCCC3,m_22bbh_57673_59662,0.91,0.30,0.62
c1ccc(c(c1)F)S(=O)(=O)NCCC(=O)N2CCCCCC2,m_22bbh_57673_59663,1.02,0.31,0.71
C[C@@H]1C[C@@H](CN(C1)S(=O)(=O)c2ccc(cc2)C(=O)N3CCCCCC3)C,m_22bbh_57673_59664,0.80,0.25,0.55
COc1ccc(cc1S(=O)(=O)Nc2ccc(cc2)Br)C(=O)N3CCCCCC3,m_22bbh_57673_59665,0.88,0.26,0.62
CC(=O)NCCC(=O)N1CCCCCC1,m_22bbh_57673_59667,0.93,0.22,0.71
c1ccc(cc1)[C@@H](CC(=O)N2CCCCCC2)NC(=O)c3ccccc3Cl,m_22bbh_57673_59670,0.85,0.30,0.55
c1cc(c(nc1)SCC(=O)Nc2ccc3c(c2)OCO3)C(=O)N4CCCCCC4,m_22bbh_57673_59671,0.86,0.29,0.58
CCN(CC)S(=O)(=O)c1cccc(c1)C(=O)N[C@H](C(C)C)C(=O)N2CCCCCC2,m_22bbh_57673_59673,0.73,0.15,0.57
CC(C)[C@H](C(=O)N1CCCCCC1)NC(=O)c2cc(cc(c2)OC)OC,m_22bbh_57673_59674,0.92,0.33,0.60
CCOC(=O)c1c(c(c([nH]1)C)C(=O)N2CCCCCC2)C,m_22bbh_57673_59676,0.92,0.33,0.59
CCOc1ccc(cc1)NS(=O)(=O)c2ccc(c(c2)C(=O)N3CCCCCC3)Cl,m_22bbh_57673_59678,0.85,0.24,0.61
Cc1ccc(cc1C(=O)N2CCCCCC2)S(=O)(=O)Nc3ccccc3F,m_22bbh_57673_59679,0.91,0.26,0.65
CC(C)[C@H](C(=O)N1CCCCCC1)NC(=O)c2c(cccc2F)F,m_22bbh_57673_59680,1.04,0.36,0.68
COc1cc(ccc1OCc2ccc(cc2)Cl)C(=O)N3CCCCCC3,m_22bbh_57673_59681,0.79,0.24,0.54
CCCCOc1ccc(cc1OC)C(=O)N2CCCCCC2,m_22bbh_57673_59682,0.85,0.33,0.52
Cc1cc(ccc1Cl)OCCCC(=O)N2CCCCCC2,m_22bbh_57673_59684,1.06,0.30,0.76
c1ccc(c(c1)C(=O)N2CCCCCC2)SCC(=O)NC3CCCCCCC3,m_22bbh_57673_59687,0.96,0.32,0.63
c1ccc(c(c1)C(=O)N2CCCCCC2)SCC(=O)N3CCCC3,m_22bbh_57673_59689,1.06,0.33,0.73
CN(C1CCCCC1)C(=O)CSc2ccccc2C(=O)N3CCCCCC3,m_22bbh_57673_59690,0.97,0.32,0.65
c1cc(ccc1C(=O)CCC(=O)N2CCCCCC2)Br,m_22bbh_57673_59692,1.04,0.29,0.75
CC(=O)N[C@H](CC(=O)N1CCCCCC1)c2ccccc2,m_22bbh_57673_59693,1.02,0.34,0.67
CCOc1ccc(cc1)C(=O)CCC(=O)N2CCCCCC2,m_22bbh_57673_59694,1.02,0.29,0.73
CC1(C(=O)N(C(=O)N1)CC(=O)N2CCCCCC2)C,m_22bbh_57673_59700,0.88,0.21,0.66
c1cc(ccc1NS(=O)(=O)c2cc(ccc2Cl)C(=O)N3CCCCCC3)F,m_22bbh_57673_59707,0.93,0.29,0.63
COc1ccc(cc1S(=O)(=O)Nc2cc(ccc2Cl)Cl)C(=O)N3CCCCCC3,m_22bbh_57673_59708,0.92,0.31,0.61
c1cc(sc1C(=O)N2CCCCCC2)Cl,m_22bbh_57673_59709,0.93,0.26,0.68
COc1ccc(cc1)OCCCC(=O)N2CCCCCC2,m_22bbh_57673_59711,1.03,0.27,0.76
CC(C)(C)c1ccc(cc1)OCCCC(=O)N2CCCCCC2,m_22bbh_57673_59712,1.01,0.27,0.74
Cc1ccc(cc1)OCCCC(=O)N2CCCCCC2,m_22bbh_57673_59714,1.07,0.34,0.73
c1ccc(cc1)SCCCC(=O)N2CCCCCC2,m_22bbh_57673_59715,0.99,0.29,0.70
Cc1ccc(c(c1)NS(=O)(=O)c2cccc(c2)C(=O)N3CCCCCC3)Br,m_22bbh_57673_59717,0.95,0.34,0.61
COc1ccc(cc1S(=O)(=O)NCc2ccc(cc2)Cl)C(=O)N3CCCCCC3,m_22bbh_57673_59718,0.80,0.21,0.59
COc1ccccc1[N@@](Cc2ccccc2)S(=O)(=O)c3cccc(c3)C(=O)N4CCCCCC4,m_22bbh_57673_59720,0.75,0.22,0.53
Cc1cccc(c1)OCCCC(=O)N2CCCCCC2,m_22bbh_57673_59721,1.06,0.35,0.70
c1cc(sc1CC(=O)N2CCCCCC2)S(=O)(=O)N3CCCC3,m_22bbh_57673_59722,0.82,0.24,0.58
Cc1ccccc1C(=O)N[C@H](CC(C)C)C(=O)N2CCCCCC2,m_22bbh_57673_59724,0.97,0.34,0.63
Cc1ccc(cc1)S(=O)(=O)NCCC(=O)N2CCCCCC2,m_22bbh_57673_59727,1.03,0.31,0.71
c1ccc(cc1)N2C(=O)CCC(=N2)C(=O)N3CCCCCC3,m_22bbh_57673_59732,1.00,0.30,0.70
CCCCCCn1c(=O)c2ccccc2c(n1)C(=O)N3CCCCCC3,m_22bbh_57673_59733,0.87,0.26,0.61
Cc1c(c(=O)n(n1C)c2ccccc2)[N@](C)S(=O)(=O)c3cccc(c3)C(=O)N4CCCCCC4,m_22bbh_57673_59735,0.81,0.26,0.55
CC(C)CCOc1ccc(cc1)C(=O)N2CCCCCC2,m_22bbh_57673_59736,0.84,0.33,0.51
CCCCCCOc1ccc(cc1)C(=O)N2CCCCCC2,m_22bbh_57673_59737,0.78,0.30,0.48
CC(C)Oc1ccc(cc1)C(=O)N2CCCCCC2,m_22bbh_57673_59738,0.88,0.33,0.55
c1cc(cc(c1)NS(=O)(=O)c2cc(ccc2Cl)Cl)C(=O)N3CCCCCC3,m_22bbh_57673_59740,0.94,0.30,0.64
CC(C)COc1ccc(cc1)C(=O)N2CCCCCC2,m_22bbh_57673_59741,0.86,0.33,0.54
CC(C)COc1ccc(cc1OC)C(=O)N2CCCCCC2,m_22bbh_57673_59742,0.88,0.41,0.47
c1ccc2c(c1)[nH]c(n2)SCCCC(=O)N3CCCCCC3,m_22bbh_57673_59744,0.89,0.21,0.68
CC[C@@H](C)[C@H](C(=O)N1CCCCCC1)NC(=O)c2ccccc2,m_22bbh_57673_59746,1.00,0.32,0.68
c1ccc(cc1)C(=O)c2ccc(cc2)C(=O)N3CCCCCC3,m_22bbh_57673_59747,0.84,0.29,0.54
c1cc(sc1C(=O)N2CCCCCC2)Br,m_22bbh_57673_59748,0.90,0.23,0.68
c1cc(ccc1C(=O)N2CCCCCC2)N3C(=O)CCC3=O,m_22bbh_57673_59749,0.80,0.25,0.55
c1cc(cc(c1)N2C(=O)CCC2=O)C(=O)N3CCCCCC3,m_22bbh_57673_59750,0.92,0.25,0.67
CCCOc1ccc(cc1)C(=O)N2CCCCCC2,m_22bbh_57673_59751,0.88,0.33,0.55
c1ccc(cc1)CN2C[C@H](CC2=O)C(=O)N3CCCCCC3,m_22bbh_57673_59753,1.14,0.40,0.74
Cc1c(sc2c1c(ncn2)SCC(=O)N3CCCCCC3)C,m_22bbh_57673_59756,1.05,0.37,0.68
c1ccc(c(c1)C(F)(F)F)S(=O)(=O)NCC(=O)N2CCCCCC2,m_22bbh_57673_59757,1.01,0.39,0.62
Cc1ccc(c(c1)C(=O)CCC(=O)N2CCCCCC2)C,m_22bbh_57673_59760,1.07,0.33,0.74
COc1ccc(cc1S(=O)(=O)N2CCOCC2)CC(=O)N3CCCCCC3,m_22bbh_57673_59763,0.88,0.29,0.60
COc1cc(ccc1OC(F)F)C(=O)N2CCCCCC2,m_22bbh_57673_59764,0.90,0.36,0.53
C1CCCN(CC1)C(=O)CCc2[nH]c(=O)c3c4c(sc3n2)CCCC4,m_22bbh_57673_59766,0.88,0.28,0.60
c1cc(cc(c1)S(=O)(=O)N)C(=O)N2CCCCCC2,m_22bbh_57673_59767,0.98,0.30,0.68
c1ccc(cc1)COc2ccc(cc2)C(=O)N3CCCCCC3,m_22bbh_57673_59768,0.75,0.32,0.43
Cc1ccc(cc1)[N@@](CCC(=O)N2CCCCCC2)S(=O)(=O)c3ccc(cc3)C,m_22bbh_57673_59769,0.84,0.27,0.57
CCCCCOc1ccc(cc1)C(=O)CCC(=O)N2CCCCCC2,m_22bbh_57673_59770,0.85,0.26,0.59
c1ccc2c(c1)c(=O)[nH]c(n2)CCC(=O)N3CCCCCC3,m_22bbh_57673_59771,0.98,0.23,0.75
c1ccc(cc1)Nc2ccc(cc2)OCC(=O)N3CCCCCC3,m_22bbh_57673_59772,0.77,0.28,0.49
C[C@H]1CCC[N@@](C1)S(=O)(=O)c2cc(ccc2Cl)C(=O)N3CCCCCC3,m_22bbh_57673_59774,1.06,0.37,0.69
CCOc1ccc(cc1Br)NS(=O)(=O)c2cccc(c2)C(=O)N3CCCCCC3,m_22bbh_57673_59776,0.84,0.27,0.57
CCCc1ccc(cc1)C(=O)CCC(=O)N2CCCCCC2,m_22bbh_57673_59779,1.01,0.29,0.72
c1cc(=O)[nH]nc1C(=O)N2CCCCCC2,m_22bbh_57673_59782,0.90,0.19,0.71
C[C@H](CC(=O)N1CCCCCC1)c2ccccc2,m_22bbh_57673_59785,1.12,0.34,0.78
c1ccc(cc1)Cn2c3ccc(cc3nc2SCC(=O)N4CCCCCC4)C(F)(F)F,m_22bbh_57673_59790,0.86,0.34,0.51
C1CCCN(CC1)C(=O)CCCC2CCCCC2,m_22bbh_57673_59792,1.10,0.37,0.73
Cc1cc(c(c(c1C)S(=O)(=O)N2CCC(CC2)C(=O)N3CCCCCC3)C)C,m_22bbh_57673_59795,0.85,0.36,0.50
Cc1ccccc1SCC(=O)N2CCCCCC2,m_22bbh_57673_59798,1.10,0.42,0.69
c1cc(ccc1CC(=O)N2CCCCCC2)S(=O)(=O)N3CCCCC3,m_22bbh_57673_59800,0.86,0.26,0.60
c1ccc(cc1)C[N@](c2ccccc2)S(=O)(=O)c3cccc(c3)C(=O)N4CCCCCC4,m_22bbh_57673_59801,0.78,0.26,0.52
CC[C@H](C(=O)N1CCCCCC1)Oc2ccccc2,m_22bbh_57673_59802,1.12,0.33,0.80
Cc1ccc(c(c1)n2c(nnn2)SCC(=O)N3CCCCCC3)C,m_22bbh_57673_59812,1.05,0.32,0.73
c1cc(ccc1c2nnc(o2)SCC(=O)N3CCCCCC3)Cl,m_22bbh_57673_59813,1.07,0.42,0.65
c1cc(ccc1C(=O)N2CCCCCC2)OC(F)F,m_22bbh_57673_59818,0.92,0.37,0.55
Cc1ccc(cc1C)S(=O)(=O)NCCC(=O)N2CCCCCC2,m_22bbh_57673_59820,1.02,0.31,0.71
Cc1ccc(cc1C)S(=O)(=O)NCC(=O)N2CCCCCC2,m_22bbh_57673_59821,1.07,0.35,0.72
Cc1ccc(c(c1)OCC(=O)N2CCCCCC2)Cl,m_22bbh_57673_59822,1.02,0.33,0.69
c1cc2c(cc1OCC(=O)N3CCCCCC3)CCC2,m_22bbh_57673_59823,1.03,0.29,0.74
c1ccc2c(c1)[C@@H](OC2=O)CC(=O)N3CCCCCC3,m_22bbh_57673_59824,1.04,0.38,0.66
COc1ccc(cc1C(=O)N2CCCCCC2)Cl,m_22bbh_57673_59826,1.01,0.39,0.61
Cc1c(=O)c2cccc(c2oc1c3ccccc3)C(=O)N4CCCCCC4,m_22bbh_57673_59827,0.98,0.30,0.68
c1cc(sc1C(=O)CCC(=O)N2CCCCCC2)Cl,m_22bbh_57673_59828,1.08,0.36,0.72
c1ccc(c(c1)C(=O)N2CCCCCC2)SCc3ccc(cc3)C#N,m_22bbh_57673_59831,1.03,0.40,0.64
COc1ccc(cc1C(=O)CCC(=O)N2CCCCCC2)Br,m_22bbh_57673_59832,0.98,0.26,0.72
c1cc2c(cc1C(=O)N3CCCCCC3)NC(=O)CS2,m_22bbh_57673_59833,0.91,0.27,0.64
Cc1ccc(cc1)[N@@](CCC(=O)N2CCCCCC2)S(=O)(=O)c3cccc(c3)C(F)(F)F,m_22bbh_57673_59834,0.80,0.23,0.58
c1cc(ccc1N2C(=O)c3ccc(cc3C2=O)C(=O)N4CCCCCC4)Cl,m_22bbh_57673_59835,0.82,0.34,0.48
CCCCN1C(=O)c2ccc(cc2C1=O)C(=O)N3CCCCCC3,m_22bbh_57673_59836,0.89,0.33,0.55
CCCOc1ccc(cc1)OCC(=O)N2CCCCCC2,m_22bbh_57673_59837,0.89,0.25,0.64
COC(=O)c1ccc(cc1)C(=O)N2CCCCCC2,m_22bbh_57673_59839,0.90,0.23,0.68
c1ccc(cc1)OCc2ccc(cc2)C(=O)N3CCCCCC3,m_22bbh_57673_59840,0.78,0.32,0.46
c1ccc(cc1)COc2cccc(c2)C(=O)N3CCCCCC3,m_22bbh_57673_59843,1.01,0.34,0.67
Cc1c(c(on1)C)COc2ccc(cc2)C(=O)N3CCCCCC3,m_22bbh_57673_59844,0.83,0.36,0.47
c1ccc2c(c1)c(=O)[nH]n(c2=O)CC(=O)N3CCCCCC3,m_22bbh_57673_59849,0.91,0.29,0.63
CCOc1ccc(cc1)CC(=O)N2CCCCCC2,m_22bbh_57673_59850,1.01,0.33,0.69
Cc1ccccc1n2c(cc(c2C)C(=O)N3CCCCCC3)C,m_22bbh_57673_59851,0.88,0.37,0.51
Cc1cc(cc(c1)[N@@](CCC(=O)N2CCCCCC2)S(=O)(=O)c3ccc4ccccc4c3)C,m_22bbh_57673_59861,0.80,0.24,0.56
Cc1c(c(sc1C(=O)OC)S(=O)(=O)N2CCC(CC2)C(=O)N3CCCCCC3)C(=O)OC,m_22bbh_57673_59863,0.87,0.35,0.51
Cc1ccc(cc1)S(=O)(=O)N2CCN(CC2)C(=O)CCC(=O)N3CCCCCC3,m_22bbh_57673_59866,0.77,0.26,0.51
c1ccc(cc1)S(=O)(=O)N2CCN(CC2)C(=O)CCC(=O)N3CCCCCC3,m_22bbh_57673_59868,0.79,0.26,0.53
c1cc(ccc1S(=O)(=O)N2CCN(CC2)C(=O)CCC(=O)N3CCCCCC3)Cl,m_22bbh_57673_59869,0.77,0.26,0.52
Cc1ccc(c(c1)S(=O)(=O)N2CCN(CC2)C(=O)CCC(=O)N3CCCCCC3)C,m_22bbh_57673_59870,0.68,0.26,0.42
COc1cccc(c1)NC(=O)CSc2ccccc2C(=O)N3CCCCCC3,m_22bbh_57673_59871,0.88,0.26,0.61
Cc1ccc(cc1)NC(=O)CSc2ccccc2C(=O)N3CCCCCC3,m_22bbh_57673_59873,0.93,0.29,0.64
c1ccc(c(c1)C(=O)N2CCCCCC2)SCC(=O)Nc3ccc4c(c3)OCO4,m_22bbh_57673_59875,0.82,0.29,0.52
c1ccc(c(c1)C(=O)N2CCCCCC2)SCC(=O)NCC3CCCCC3,m_22bbh_57673_59878,0.94,0.29,0.65
COc1ccc(cc1OC)NC(=O)CSc2ccccc2C(=O)N3CCCCCC3,m_22bbh_57673_59880,0.82,0.32,0.50
Cc1c(c(=O)n(n1C)c2ccccc2)NC(=O)CSc3ccccc3C(=O)N4CCCCCC4,m_22bbh_57673_59881,0.80,0.32,0.48
CC(C)NC(=O)CSc1ccccc1C(=O)N2CCCCCC2,m_22bbh_57673_59883,1.04,0.29,0.75
COCCNC(=O)CSc1ccccc1C(=O)N2CCCCCC2,m_22bbh_57673_59884,1.01,0.29,0.72
CCOc1ccc(cc1)OCC(=O)N2CCCCCC2,m_22bbh_57673_59885,1.00,0.29,0.71
c1ccc2c(c1)NC(=O)[C@H](S2)CC(=O)N3CCCCCC3,m_22bbh_57673_59886,1.03,0.32,0.71
Cc1c(c(on1)C)COc2cccc(c2)C(=O)N3CCCCCC3,m_22bbh_57673_59887,0.82,0.41,0.41
C[C@H]1C(=O)Nc2cc(ccc2S1)C(=O)N3CCCCCC3,m_22bbh_57673_59888,0.91,0.27,0.64
Cc1ccc(cc1C)S(=O)(=O)[N@](CCC(=O)N2CCCCCC2)c3ccc(cc3)OC,m_22bbh_57673_59895,0.80,0.24,0.56
c1cc(ccc1C(=O)N2CCCCCC2)NS(=O)(=O)c3cc(ccc3Cl)Cl,m_22bbh_57673_59897,0.86,0.26,0.60
c1cc2c(cc1C(=O)CCC(=O)N3CCCCCC3)OCCO2,m_22bbh_57673_59898,0.95,0.24,0.71
Cc1ccc(cc1)[N@@](CCC(=O)N2CCCCCC2)S(=O)(=O)c3ccccc3,m_22bbh_57673_59900,0.84,0.25,0.59
Cc1ccc(cc1)c2c(sc(n2)C)CC(=O)N3CCCCCC3,m_22bbh_57673_59902,1.29,0.48,0.80
Cc1cc(n(n1)c2ccc(c(n2)C(=O)N3CCCCCC3)Cl)C,m_22bbh_57673_59903,0.99,0.28,0.71
CCn1c(=O)c2ccccc2c(n1)C(=O)N3CCCCCC3,m_22bbh_57673_59907,1.00,0.31,0.69
C=CC[N@@](c1ccc(cc1)F)S(=O)(=O)c2cc(ccc2Cl)C(=O)N3CCCCCC3,m_22bbh_57673_59908,0.86,0.26,0.60
Cc1ccc(cc1)S(=O)(=O)N[C@H](CC(C)C)C(=O)N2CCCCCC2,m_22bbh_57673_59911,1.05,0.33,0.72
CN(C)S(=O)(=O)c1ccc(c(c1)C(=O)N2CCCCCC2)Cl,m_22bbh_57673_59912,1.01,0.33,0.68
c1cc(ccc1SCC(=O)N2CCCCCC2)Cl,m_22bbh_57673_59913,1.12,0.42,0.70
c1ccc(cc1)c2nc(cs2)CC(=O)N3CCCCCC3,m_22bbh_57673_59914,0.99,0.31,0.67
c1cc2c(cc1C(=O)N3CCCCCC3)c4c([nH]2)CCCC4,m_22bbh_57673_59918,0.89,0.29,0.60
COc1ccc(cc1Br)NS(=O)(=O)c2cccc(c2)C(=O)N3CCCCCC3,m_22bbh_57673_59920,0.86,0.27,0.58
Cc1ccc(c(c1)NS(=O)(=O)c2ccc(c(c2)C(=O)N3CCCCCC3)Cl)Br,m_22bbh_57673_59921,0.93,0.33,0.60
c1cc(ccc1F)S(=O)(=O)Nc2cc(ccc2Cl)C(=O)N3CCCCCC3,m_22bbh_57673_59922,0.99,0.36,0.63
Cc1ccc(c(c1)C)S(=O)(=O)[N@](CCC(=O)N2CCCCCC2)c3ccc(cc3)OC,m_22bbh_57673_59923,0.79,0.23,0.56
c1cc(cc(c1)Br)OCCC(=O)N2CCCCCC2,m_22bbh_57673_59924,1.01,0.30,0.71
CCn1c2ccccc2nc1SCC(=O)N3CCCCCC3,m_22bbh_57673_59925,1.03,0.38,0.65
Cc1ccc(cc1)S(=O)(=O)[N@](CCC(=O)N2CCCCCC2)c3ccccc3,m_22bbh_57673_59926,0.84,0.27,0.57
c1cc(ccc1C(=O)N2CCCCCC2)N3CCCC3=O,m_22bbh_57673_59929,0.82,0.32,0.50
C[C@@H]1CCc2c(c3cc(ccc3[nH]2)C(=O)N4CCCCCC4)C1,m_22bbh_57673_59930,0.88,0.36,0.52
c1cc2c(cc1S(=O)(=O)NCCCCCC(=O)N3CCCCCC3)OCCO2,m_22bbh_57673_59933,0.67,0.20,0.47
CCC[C@@H](c1ccccc1)C(=O)N2CCCCCC2,m_22bbh_57673_59938,1.14,0.33,0.81
c1ccc2c(c1)c(=O)n(cn2)CC(=O)N3CCCCCC3,m_22bbh_57673_59939,0.89,0.23,0.66
C1CCCN(CC1)C(=O)CCC(=O)N2CCOCC2,m_22bbh_57673_59941,1.07,0.33,0.74
Cc1ccc(cc1C)S(=O)(=O)Nc2ccc(cc2)C(=O)N3CCCCCC3,m_22bbh_57673_59943,0.88,0.25,0.63
c1ccc(cc1)CC2CCN(CC2)S(=O)(=O)c3cc(ccc3Cl)C(=O)N4CCCCCC4,m_22bbh_57673_59945,0.88,0.32,0.57
Cc1cc(c(c(c1)C)OCC(=O)N2CCCCCC2)C,m_22bbh_57673_59947,0.97,0.35,0.61
CSCC[C@H](C(=O)N1CCCCCC1)NC(=O)c2ccccc2Cl,m_22bbh_57673_59948,0.85,0.18,0.67
CSCC[C@H](C(=O)N1CCCCCC1)NC(=O)COc2ccccc2,m_22bbh_57673_59949,0.78,0.17,0.62
c1cc(ccc1S(=O)(=O)NCC(=O)N2CCCCCC2)Cl,m_22bbh_57673_59950,1.07,0.35,0.73
COc1ccccc1C(=O)NCC(=O)N2CCCCCC2,m_22bbh_57673_59951,0.84,0.21,0.63
c1ccc(cc1)S(=O)(=O)NCC(=O)N2CCCCCC2,m_22bbh_57673_59952,1.06,0.36,0.71
c1cc(ccc1C(=O)NCCC(=O)N2CCCCCC2)Cl,m_22bbh_57673_59957,1.07,0.43,0.64
COc1ccccc1C(=O)NCCC(=O)N2CCCCCC2,m_22bbh_57673_59958,1.06,0.41,0.65
CC(C)(C)c1ccc(cc1)C(=O)NCCC(=O)N2CCCCCC2,m_22bbh_57673_59959,1.01,0.41,0.60
c1ccc(cc1)C(=O)NCCC(=O)N2CCCCCC2,m_22bbh_57673_59961,1.08,0.43,0.65
C[C@H](C(=O)N1CCCCCC1)NC(=O)COc2ccccc2,m_22bbh_57673_59966,0.98,0.32,0.66
CCCOc1c(cc(cc1Br)C(=O)N2CCCCCC2)OC,m_22bbh_57673_59971,0.83,0.30,0.53
Cc1ccc(cc1)CN2C[C@H](CC2=O)C(=O)N3CCCCCC3,m_22bbh_57673_59973,1.12,0.38,0.74
CCOc1ccc(cc1)N2C[C@H](CC2=O)C(=O)N3CCCCCC3,m_22bbh_57673_59974,0.96,0.28,0.68
c1cc(ccc1C(=O)N2CCCCCC2)OC[C@@H]3CCCO3,m_22bbh_57673_59975,0.78,0.29,0.49
Cc1cc(ccc1C(C)C)OCC(=O)N2CCCCCC2,m_22bbh_57673_59977,0.98,0.29,0.69
c1ccc2c(c1)cccc2OCC(=O)N3CCCCCC3,m_22bbh_57673_59979,1.04,0.33,0.70
COc1ccc(cc1)[N@@](CCC(=O)N2CCCCCC2)S(=O)(=O)c3cccc(c3)Cl,m_22bbh_57673_59984,0.81,0.24,0.57
CC(C)Nc1ccc(cc1)C(=O)N2CCCCCC2,m_22bbh_57673_21203062,0.87,0.32,0.55
CC(C)(C)OC(=O)NCC[C@@H](C(=O)N1CCCCCC1)OC,m_22bbh_57673_21203072,0.89,0.18,0.71
CC(C)[C@@H](CN(C)C)C(=O)N1CCCCCC1,m_22bbh_57673_21203078,0.95,0.22,0.73
CCc1cc(ccn1)C(=O)N2CCCCCC2,m_22bbh_57673_21203082,1.05,0.44,0.61
CC(C)(C)OC(=O)N[C@H]1[C@@H]2CCCCC[C@@H]2[C@@H]1C(=O)N3CCCCCC3,m_22bbh_57673_21203084,0.99,0.26,0.73
C[C@H](CC(=O)N1CCCCCC1)NS(=O)(=O)c2ccc3ccccc3c2,m_22bbh_57673_21203090,0.97,0.29,0.68
CC(C)(C)OC(=O)NCc1ccc(nc1)C(=O)N2CCCCCC2,m_22bbh_57673_21203094,0.73,0.27,0.45
c1cc2c(cc1F)c(ccn2)C(=O)N3CCCCCC3,m_22bbh_57673_21203098,1.21,0.47,0.73
c1cc(c(c2c1cc(cn2)C(=O)N3CCCCCC3)F)F,m_22bbh_57673_21203136,0.96,0.36,0.61
C[C@@H](Cc1cccnc1)C(=O)N2CCCCCC2,m_22bbh_57673_21203140,1.11,0.32,0.78
c1cnccc1N2CCCC[C@H]2CC(=O)N3CCCCCC3,m_22bbh_57673_21203142,1.16,0.37,0.79
Cc1c(cc2cccnc2n1)CC(=O)N3CCCCCC3,m_22bbh_57673_21203144,1.05,0.35,0.70
Cc1cc(cc2c1NCCC2)C(=O)N3CCCCCC3,m_22bbh_57673_21203158,0.97,0.41,0.56
COCCNc1ccc(cc1)C(=O)N2CCCCCC2,m_22bbh_57673_21203164,0.85,0.32,0.53
C1CCCN(CC1)C(=O)c2c3c([nH]n2)CCCN3,m_22bbh_57673_21203168,0.96,0.29,0.67
c1cc(c2c(c1)NCCC2)C(=O)N3CCCCCC3,m_22bbh_57673_21203174,1.05,0.33,0.72
c1cc(c2c(c1)NCC2)C(=O)N3CCCCCC3,m_22bbh_57673_21203178,1.01,0.32,0.69
Cc1c(cc2c(n1)NCCC2)C(=O)N3CCCCCC3,m_22bbh_57673_21203180,0.98,0.41,0.57
c1ccnc(c1)NCCC(=O)N2CCCCCC2,m_22bbh_57673_21203184,1.03,0.25,0.78
